"PID","MS_SubClassOne_and_Half_Story_Finished_All_Ages","MS_SubClassOne_Story_1946_and_Newer_All_Styles","MS_SubClassOne_Story_PUD_1946_and_Newer","MS_SubClassTwo_Story_1946_and_Newer","MS_ZoningResidential_Low_Density","MS_ZoningResidential_Medium_Density","Lot_Frontage","Lot_Area","AlleyNo_Alley_Access","Lot_ShapeRegular","Lot_ShapeSlightly_Irregular","Land_ContourLvl","Lot_ConfigCorner","Lot_ConfigCulDSac","Lot_ConfigInside","NeighborhoodCollege_Creek","NeighborhoodEdwards","NeighborhoodGilbert","NeighborhoodNorth_Ames","NeighborhoodNorthridge_Heights","NeighborhoodOld_Town","NeighborhoodSawyer","NeighborhoodSomerset","Condition_1Feedr","Condition_1Norm","Bldg_TypeOneFam","Bldg_TypeTwnhsE","House_StyleOne_and_Half_Fin","House_StyleOne_Story","House_StyleTwo_Story","Overall_QualAbove_Average","Overall_QualAverage","Overall_QualBelow_Average","Overall_QualGood","Overall_QualVery_Good","Overall_CondAbove_Average","Overall_CondAverage","Overall_CondGood","Year_Built","Year_Remod_Add","Roof_StyleGable","Roof_StyleHip","Exterior_1stHdBoard","Exterior_1stMetalSd","Exterior_1stPlywood","Exterior_1stVinylSd","Exterior_1stWd.Sdng","Exterior_2ndHdBoard","Exterior_2ndMetalSd","Exterior_2ndPlywood","Exterior_2ndVinylSd","Exterior_2ndWd.Sdng","Mas_Vnr_TypeBrkFace","Mas_Vnr_TypeNone","Mas_Vnr_TypeStone","Mas_Vnr_Area","Exter_QualGood","Exter_QualTypical","Exter_CondGood","Exter_CondTypical","FoundationBrkTil","FoundationCBlock","FoundationPConc","Bsmt_QualExcellent","Bsmt_QualGood","Bsmt_QualTypical","Bsmt_CondTypical","Bsmt_ExposureAv","Bsmt_ExposureGd","Bsmt_ExposureMn","Bsmt_ExposureNo","BsmtFin_Type_1ALQ","BsmtFin_Type_1BLQ","BsmtFin_Type_1GLQ","BsmtFin_Type_1LwQ","BsmtFin_Type_1Rec","BsmtFin_Type_1Unf","BsmtFin_SF_1","BsmtFin_Type_2Unf","Bsmt_Unf_SF","Total_Bsmt_SF","Heating_QCExcellent","Heating_QCGood","Heating_QCTypical","Central_AirN","Central_AirY","ElectricalFuseA","ElectricalSBrkr","First_Flr_SF","Second_Flr_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_QualExcellent","Kitchen_QualGood","Kitchen_QualTypical","TotRms_AbvGrd","FunctionalTyp","Fireplaces","Fireplace_QuGood","Fireplace_QuNo_Fireplace","Fireplace_QuTypical","Garage_TypeAttchd","Garage_TypeBuiltIn","Garage_TypeDetchd","Garage_TypeNo_Garage","Garage_Yr_Blt","Garage_FinishFin","Garage_FinishNo_Garage","Garage_FinishRFn","Garage_FinishUnf","Garage_Cars","Garage_Area","Garage_QualNo_Garage","Garage_QualTypical","Garage_CondNo_Garage","Garage_CondTypical","Paved_DriveDirt_Gravel","Paved_DrivePaved","Wood_Deck_SF","FenceMinimum_Privacy","FenceNo_Fence","Mo_Sold","Year_Sold","Sale_TypeNew","Sale_TypeWD.","Sale_ConditionAbnorml","Sale_ConditionNormal","Sale_ConditionPartial","Longitude","Latitude","Sale_Price","Sale_Price_Log"
905452040,0,0,0,1,1,0,50,9350,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1946,1950,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,2,1,405,747,1,0,0,0,1,0,1,892,747,1639,0,0,1,1,3,0,1,0,6,1,1,1,0,0,0,0,1,0,1946,0,0,0,1,1,240,0,1,0,1,0,1,0,0,1,7,2009,0,1,0,1,0,-93.665271,42.026133,154400,11.9473019165728
905476230,0,0,1,0,1,0,42,4235,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1984,1984,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,149,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,3,0,104,1049,0,0,1,0,1,0,1,1049,0,1049,1,0,2,0,2,0,1,0,5,1,0,0,1,0,1,0,0,0,1984,1,0,0,0,1,266,0,1,0,1,0,1,0,0,1,2,2009,0,1,0,1,0,-93.6641939,42.0246851,139500,11.8458198802436
905480210,0,0,0,0,1,0,60,9084,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1940,1950,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,7,1,755,755,0,0,1,0,1,0,1,755,755,1510,1,0,1,0,4,0,0,1,7,1,1,1,0,0,0,0,1,0,1940,0,0,0,1,1,296,0,0,0,0,0,0,120,1,0,10,2009,0,1,0,1,0,-93.659855,42.022754,108000,11.5898865061064
906201021,0,0,0,0,1,0,74,10778,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1990,1991,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,3,0,308,1054,0,1,0,0,1,0,1,1061,0,1061,1,0,1,1,1,0,1,0,4,1,0,0,1,0,1,0,0,0,1990,0,0,0,1,2,462,0,1,0,1,0,1,114,0,1,7,2009,0,1,0,1,0,-93.684708,42.034183,162000,11.9953516142145
906201050,0,0,0,0,1,0,66,19255,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1983,1983,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,100,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,6,0,0,520,0,1,0,0,1,0,1,1338,0,1338,0,0,1,1,2,0,1,0,5,0,1,0,0,0,1,0,0,0,1983,0,0,0,1,2,576,0,1,0,1,0,1,0,0,1,9,2009,0,1,0,1,0,-93.685733,42.033714,156500,11.9608112889623
906201130,1,0,0,0,1,0,79,12327,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1983,2009,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,3,1,55,1496,1,0,0,0,1,0,1,1496,636,2132,1,0,1,1,1,0,1,0,5,0,1,1,0,0,0,1,0,0,1983,1,0,0,0,2,612,0,0,0,1,0,1,349,0,1,9,2009,0,1,0,1,0,-93.685986,42.0318449,316600,12.665394426429
906203120,0,1,0,0,1,0,90,14684,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1990,1991,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,234,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1496,2158,0,1,0,0,1,0,1,2196,0,2196,0,0,2,0,3,0,1,0,7,1,1,0,0,1,1,0,0,0,1990,0,0,1,0,3,701,0,1,0,1,0,1,84,0,1,6,2009,0,1,0,1,0,-93.68341,42.03254,271900,12.5131896306206
906223080,0,0,0,1,1,0,85,10560,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1993,1994,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,1,605,1079,1,0,0,0,1,0,1,1079,800,1879,1,0,2,1,3,0,1,0,8,1,1,0,0,1,1,0,0,0,1993,0,0,1,0,2,473,0,1,0,1,0,1,400,1,0,8,2009,0,1,0,1,0,-93.682025,42.030623,239900,12.3879774488278
906223210,0,0,0,1,1,0,80,9828,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1995,1995,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,3,1,544,1128,1,0,0,0,1,0,1,1142,878,2020,0,0,2,1,3,0,1,0,8,1,1,0,0,1,1,0,0,0,1995,0,0,1,0,2,466,0,1,0,1,0,1,0,0,1,6,2009,0,1,0,1,0,-93.682176,42.030678,239500,12.3863086958331
906226060,0,0,0,0,1,0,120,26400,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1880,2007,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,1,1288,728,2016,0,0,1,0,4,0,0,1,7,0,1,0,0,1,1,0,0,0,1900,0,0,0,1,2,576,0,1,0,1,0,0,0,0,1,6,2009,0,1,0,1,0,-93.679789,42.03252,131000,11.7829526021833
906226070,0,0,0,0,1,0,64,7018,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1979,1979,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,1,1535,0,1535,0,0,2,0,4,0,0,1,8,1,0,0,1,0,1,0,0,0,1979,0,0,0,1,2,410,0,1,0,1,0,1,0,0,1,6,2009,0,1,0,0,0,-93.679784,42.031622,118964,11.6865762053166
906226090,0,0,0,0,1,0,64,7018,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1979,1979,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,1,1114,1114,2228,0,0,2,0,6,0,0,1,8,1,0,0,1,0,0,0,1,0,1979,0,0,0,1,2,720,0,1,0,1,0,1,73,0,1,6,2009,0,1,0,0,0,-93.679109,42.031623,147983,11.9048526812839
906226100,0,0,0,0,1,0,64,7018,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1979,1979,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,1,1535,0,1535,0,0,2,0,4,0,0,1,8,1,0,0,1,0,1,0,0,0,1979,0,0,0,1,2,400,0,1,0,1,0,1,0,0,0,6,2009,0,1,0,0,0,-93.679784,42.031545,118858,11.6856847822605
906226110,0,0,0,0,1,0,64,7018,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1979,1979,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,1,1535,0,1535,0,0,2,0,4,0,0,1,8,1,0,0,1,0,1,0,0,0,1979,0,0,0,1,2,400,0,1,0,1,0,1,0,0,1,6,2009,0,1,0,0,0,-93.6795273,42.0314669,118858,11.6856847822605
906226120,0,0,0,0,1,0,64,7018,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1979,1979,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,1,1120,1120,2240,0,0,2,0,6,0,0,1,12,1,0,0,1,0,0,0,1,0,1979,0,0,0,1,2,528,0,1,0,1,0,1,154,0,1,6,2009,0,1,0,0,0,-93.6790969,42.0314606,142953,11.8702711838891
906226130,0,0,0,0,1,0,64,7040,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1979,1979,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,216,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,3,1,0,1094,0,0,1,0,1,0,1,1229,0,1229,2,0,0,2,2,0,1,0,6,1,2,0,0,1,0,0,1,0,1979,0,0,0,1,2,672,0,1,0,1,0,1,120,0,1,6,2009,0,1,0,0,0,-93.6791456,42.0312822,148325,11.9071610911268
906230010,0,0,0,0,1,0,0,11855,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,2000,2000,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,23,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,3,1,348,1168,1,0,0,0,1,0,1,1168,1619,2787,2,0,4,2,6,0,0,1,8,1,2,0,0,1,0,1,0,0,2000,1,0,0,0,4,820,0,1,0,1,0,1,312,0,1,10,2009,0,1,0,1,0,-93.679856,42.030531,269500,12.5043236693312
906230020,0,0,0,0,1,0,0,7939,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2000,2000,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,23,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,3,1,348,1168,1,0,0,0,1,0,1,1168,1619,2787,2,0,4,2,6,0,0,1,8,1,2,0,0,1,0,1,0,0,2000,1,0,0,0,4,820,0,1,0,1,0,1,312,0,1,10,2009,0,1,0,1,0,-93.6791251,42.0310946,269500,12.5043236693312
906340110,0,1,0,0,1,0,79,10637,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,2007,2008,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,336,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,3,1,417,1705,1,0,0,0,1,0,1,1718,0,1718,1,0,2,0,3,0,1,0,7,1,1,1,0,0,1,0,0,0,2007,0,0,1,0,3,826,0,1,0,1,0,1,208,0,1,9,2009,0,1,0,1,0,-93.688859,42.026482,297000,12.6014874177848
906340120,0,1,0,0,1,0,61,10226,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,2008,2008,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,270,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,7,1,1622,1622,1,0,0,0,1,0,1,1630,0,1630,1,0,2,0,3,1,0,0,8,1,1,1,0,0,1,0,0,0,2008,0,0,1,0,3,860,0,1,0,1,0,1,172,0,1,1,2009,0,1,0,1,0,-93.688993,42.026414,295493,12.5964004268844
906378110,0,1,0,0,1,0,71,9178,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,2008,2008,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,7,1,1468,1468,1,0,0,0,1,0,1,1468,0,1468,0,0,2,0,3,0,1,0,6,1,1,1,0,0,1,0,0,0,2008,0,0,1,0,3,904,0,1,0,1,0,1,192,0,1,6,2009,0,1,0,1,0,-93.690266,42.025707,239900,12.3879774488278
906380050,0,0,0,1,1,0,68,10769,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,2007,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,3,1,846,866,1,0,0,0,1,0,1,866,902,1768,0,0,2,1,3,0,1,0,7,1,0,0,1,0,1,0,0,0,2007,0,0,1,0,2,578,0,1,0,1,0,1,144,0,1,4,2009,0,1,0,1,0,-93.690971,42.025293,212000,12.2643415536542
906380100,0,1,0,0,1,0,122,11923,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,2007,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,7,1,1800,1800,1,0,0,0,1,0,1,1800,0,1800,0,0,2,0,2,1,0,0,7,1,0,0,1,0,1,0,0,0,2007,1,0,0,0,2,702,0,1,0,1,0,1,288,0,1,5,2009,0,1,0,1,0,-93.689072,42.024628,239000,12.3842188309136
906380130,0,1,0,0,1,0,68,8814,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,2006,2006,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,180,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,3,1,270,1604,1,0,0,0,1,0,1,1604,0,1604,1,0,2,1,3,0,1,0,8,1,1,1,0,0,1,0,0,0,2006,0,0,1,0,2,660,0,1,0,1,0,1,123,0,1,3,2009,0,1,1,0,0,-93.689071,42.024596,220000,12.3013828253345
906380210,0,1,0,0,1,0,64,6762,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,2007,2007,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,3,1,380,1282,1,0,0,0,1,0,1,1290,0,1290,1,0,2,0,2,0,1,0,6,1,1,1,0,0,1,0,0,0,2007,0,0,1,0,2,662,0,1,0,1,0,1,168,0,1,5,2009,0,1,0,1,0,-93.691433,42.024613,200000,12.2060726455302
906380220,0,1,0,0,1,0,95,10324,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,2008,2008,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,140,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,3,1,382,1254,1,0,0,0,1,0,1,1254,0,1254,1,0,2,0,2,0,1,0,5,1,0,0,1,0,1,0,0,0,2008,0,0,1,0,3,810,0,1,0,1,0,1,168,0,1,3,2009,0,1,0,1,0,-93.69157,42.024765,221800,12.3095313538984
906426210,0,0,0,1,1,0,0,16698,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1992,1993,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,3,1,649,1449,0,1,0,0,1,0,1,944,815,1759,1,0,2,1,3,0,1,0,7,1,1,0,0,1,1,0,0,0,1992,0,0,0,1,2,525,0,1,0,1,0,1,150,0,1,6,2009,0,1,0,1,0,-93.679297,42.02792,233500,12.3609373560911
906475070,0,0,0,1,1,0,0,28698,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1967,1967,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,4,0,0,1013,0,0,1,0,1,0,1,1160,966,2126,0,1,2,1,3,0,0,1,7,0,0,0,1,0,1,0,0,0,1967,1,0,0,0,2,538,0,1,0,1,0,1,486,0,1,6,2009,0,1,1,0,0,-93.6825646,42.0255464,185000,12.1281111040605
907126010,0,1,0,0,1,0,82,12464,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1996,1996,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,3,1,308,1040,0,1,0,0,1,0,1,1040,0,1040,1,0,1,0,3,0,1,0,6,1,0,0,1,0,0,0,1,0,2000,0,0,0,1,2,576,0,1,0,1,0,1,168,0,0,11,2009,0,1,0,1,0,-93.691883,42.021171,152000,11.9316357998284
907126050,0,1,0,0,1,0,65,9757,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1994,1994,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,235,990,1,0,0,0,1,0,1,990,0,990,1,0,1,0,3,0,0,1,5,1,0,0,1,0,1,0,0,0,1995,0,0,1,0,1,440,0,1,0,1,0,1,66,0,1,10,2009,0,1,0,1,0,-93.692135,42.021176,143000,11.870599909242
907130100,0,0,0,1,1,0,65,15426,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1997,1997,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,3,1,107,928,1,0,0,0,1,0,1,928,836,1764,1,0,2,1,3,0,1,0,7,1,0,0,1,0,1,0,0,0,1997,0,0,1,0,2,470,0,1,0,1,0,1,276,1,0,8,2009,0,1,0,1,0,-93.688372,42.021207,231500,12.3523351525084
907131090,0,0,0,1,1,0,43,10667,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1996,1996,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,3,0,70,799,1,0,0,0,1,0,1,827,834,1661,1,0,2,1,3,0,1,0,6,1,1,0,0,1,1,0,0,0,1996,0,0,1,0,2,550,0,1,0,1,0,1,158,0,1,4,2009,0,0,0,1,0,-93.690401,42.020817,212000,12.2643415536542
907135040,0,1,0,0,1,0,112,10859,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1994,1995,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,7,1,1097,1097,1,0,0,0,1,0,1,1097,0,1097,0,0,1,1,3,0,0,1,6,1,0,0,1,0,1,0,0,0,1995,0,0,0,1,2,672,0,1,0,1,0,1,392,0,1,6,2009,0,1,0,1,0,-93.691585,42.018996,145000,11.8844890214027
907175100,0,0,0,1,1,0,80,10400,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1998,1998,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,7,1,866,866,1,0,0,0,1,0,1,866,913,1779,0,0,2,1,3,0,1,0,6,1,0,0,1,0,1,0,0,0,1998,0,0,1,0,2,546,0,1,0,1,0,1,198,0,1,3,2009,0,1,0,1,0,-93.690548,42.018597,197900,12.1955171315907
907181100,0,1,0,0,1,0,68,9017,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1999,1999,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,3,1,871,1431,1,0,0,0,1,0,1,1431,0,1431,1,0,2,0,3,0,1,0,6,1,0,0,1,0,1,0,0,0,1999,1,0,0,0,2,666,0,1,0,1,0,1,0,0,1,9,2009,0,1,0,1,0,-93.691667,42.016903,192000,12.1652506510099
907192090,0,1,0,0,1,0,67,9808,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,2002,2002,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,110,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,3,1,785,1573,1,0,0,0,1,0,1,1573,0,1573,1,0,2,0,3,0,1,0,6,1,0,0,1,0,1,0,0,0,2002,0,0,1,0,2,544,0,1,0,1,0,1,0,0,1,3,2009,0,1,0,1,0,-93.691175,42.016399,227000,12.3327052964635
907194010,0,0,0,1,1,0,79,12420,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,2001,2001,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,3,1,278,944,1,0,0,0,1,0,1,944,896,1840,1,0,2,1,3,0,1,0,6,1,0,0,1,0,1,0,0,0,2001,0,0,1,0,2,622,0,1,0,1,0,1,0,0,1,6,2009,0,1,0,1,0,-93.689438,42.01571,230000,12.3458345879053
907194110,0,1,0,0,1,0,67,16285,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,2001,2002,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,7,1,1413,1413,1,0,0,0,1,0,1,1430,0,1430,0,0,2,0,3,0,1,0,6,1,0,0,1,0,1,0,0,0,2001,0,0,1,0,2,605,0,1,0,1,0,1,0,0,1,6,2009,0,1,0,1,0,-93.689942,42.016551,187100,12.1393985122622
907194160,0,1,0,0,1,0,65,10739,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,2002,2001,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,68,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,3,1,172,1431,1,0,0,0,1,0,1,1444,0,1444,1,0,2,0,3,0,1,0,6,1,0,0,1,0,1,0,0,0,2002,0,0,1,0,2,577,0,1,0,1,0,1,144,0,1,4,2009,0,1,0,1,0,-93.691672,42.01613,203000,12.2209612580239
907200230,0,1,0,0,1,0,60,8430,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1978,1978,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,136,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,6,1,424,1040,0,0,1,0,1,0,1,1040,0,1040,0,0,2,0,3,0,0,1,5,1,0,0,1,0,0,0,0,1,NA,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,8,2009,0,1,0,1,0,-93.686916,42.021384,124000,11.7280368445872
907201220,0,1,0,0,1,0,0,16269,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1978,1978,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,76,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,3,1,282,907,0,0,1,0,1,0,1,907,0,907,0,0,1,0,3,0,0,1,5,1,0,0,1,0,1,0,0,0,1978,0,0,0,1,1,343,0,1,0,1,0,1,72,1,0,7,2009,0,1,0,1,0,-93.687212,42.020087,140000,11.8493977015914
